"LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","MasVnrArea","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","Fireplaces","GarageCars","PoolArea","SalePrice"
129,9196,7,5,2003,0,1560,1560,0,0,0,0,2,0,3,1,0,2,0,201000
,12328,6,5,1976,335,1012,1034,0,0,1,0,1,0,3,1,0,3,0,169900
,12760,6,5,1976,0,1958,2048,0,0,0,0,3,0,5,2,0,2,0,170000
,57200,5,5,1948,0,747,1687,0,0,1,0,1,0,3,1,2,2,0,160000
88,11896,7,5,2008,60,1336,1346,0,0,1,0,2,0,3,1,1,3,0,220000
73,9803,7,5,2009,0,1214,1214,0,0,0,0,2,0,2,1,0,2,0,179781
73,9802,5,5,2006,0,384,744,700,0,0,0,2,1,3,1,0,2,0,174000
92,12003,8,5,2009,84,774,774,1194,0,0,0,2,1,4,1,1,3,0,269500
80,11316,7,5,2002,44,817,824,1070,0,1,0,2,1,4,1,1,2,0,214900
85,14191,8,5,2002,0,967,993,915,0,0,0,2,1,4,1,0,2,0,202900
89,13214,9,5,2008,0,2002,2018,0,0,0,0,2,0,3,1,1,3,0,378500
85,15300,5,5,1965,0,1068,1264,0,0,1,0,1,0,2,1,1,2,0,169000
93,10114,5,5,2004,0,1430,1430,0,0,0,0,2,0,3,1,0,2,0,173500
94,9400,6,5,1971,0,912,912,912,0,0,0,2,2,4,2,0,0,0,139000
,11875,5,5,1999,0,1344,1344,0,0,0,0,2,0,3,1,1,2,0,166500
,1974,4,5,1973,0,546,546,546,0,0,0,1,1,3,1,0,1,0,83500
31,2394,5,6,1973,0,945,945,0,0,1,1,1,0,2,1,1,1,0,119500
36,2592,5,3,1976,0,536,536,576,0,0,0,1,1,3,1,0,1,0,85000
21,1476,4,7,1970,0,546,546,546,0,0,0,1,1,3,1,0,0,0,76000
21,1491,4,6,1972,0,630,630,0,0,1,0,1,0,1,1,0,0,0,75500
21,1900,4,4,1970,0,546,546,546,0,0,0,1,1,3,1,0,0,0,88250
21,1890,4,6,1972,0,546,546,546,0,0,0,1,1,3,1,0,1,0,85500
50,6953,5,7,1971,0,864,874,0,0,0,0,1,0,3,1,0,1,0,130000
,26142,5,7,1962,189,1188,1188,0,0,0,0,1,0,3,1,0,1,0,157900
76,12887,5,7,1984,0,833,833,0,0,1,0,1,0,2,1,0,2,0,149900
70,7700,5,2,1985,0,1216,1216,1216,0,0,0,4,2,4,2,0,2,0,159000
63,10475,5,5,1991,0,624,624,650,0,0,0,1,1,3,1,0,2,0,136000
68,10544,5,5,1969,0,864,864,615,0,0,0,2,0,5,1,0,1,0,161000
76,9892,8,5,1994,0,1679,1803,0,0,1,1,2,1,3,1,2,2,0,285000
74,12961,6,5,1993,0,1152,1152,645,0,1,0,2,1,3,1,1,2,0,231000
74,13008,6,5,1956,0,882,882,0,0,0,0,1,0,2,1,0,1,0,124500
85,10200,6,5,1974,440,1434,1434,0,0,1,0,2,0,4,1,1,2,0,157000
75,13860,8,7,1972,0,1952,2000,704,0,1,0,2,1,4,1,3,2,0,345000
88,10179,6,5,1997,0,945,945,663,0,0,0,2,1,3,1,1,2,0,189500
,11792,8,5,2003,188,1008,1008,1275,0,0,0,2,1,4,1,1,3,0,270000
60,8400,7,5,1996,32,384,958,670,0,0,0,2,1,3,1,1,2,0,189000
42,14892,9,5,2006,160,1746,1746,0,0,1,0,2,0,3,1,2,3,0,377500
,8530,7,5,1995,22,384,804,670,0,0,0,2,1,3,1,1,2,0,168500
28,7296,8,5,2004,0,2208,2522,0,0,1,0,2,0,1,1,1,2,0,375000
40,5664,8,5,2000,0,1501,1659,0,0,1,0,2,0,2,1,1,2,0,278000
61,7380,8,5,1998,0,1418,1478,0,0,1,0,2,0,2,1,0,2,0,240000
57,8013,8,5,1995,0,1587,1734,0,0,1,0,2,0,2,1,0,2,0,239500
57,8923,7,5,1998,0,384,751,631,0,0,0,2,1,3,1,1,2,0,177500
74,10141,7,5,1998,40,832,885,833,0,0,0,2,1,3,1,1,2,0,185000
60,7500,6,5,1998,0,952,952,684,0,1,0,2,1,3,1,1,2,0,191000
59,7837,6,7,1993,0,799,799,772,0,0,0,2,1,3,1,1,2,0,178000
,9765,6,8,1993,68,680,680,790,0,0,0,2,1,3,1,1,2,0,185000
,8803,6,5,1994,0,707,707,809,0,1,0,2,1,3,1,1,2,0,181316
58,7250,6,5,1993,45,1181,1190,0,0,0,0,2,0,3,1,1,2,0,166000
,9636,6,5,1992,0,808,808,785,0,0,0,2,1,3,1,1,2,0,178000
65,8125,6,5,1994,0,702,702,779,0,0,0,2,1,3,1,1,2,0,174000
,9248,6,6,1992,106,1158,1167,0,0,1,0,2,0,3,1,0,2,0,173000
,10762,7,5,1999,344,978,1005,978,0,0,0,2,1,3,1,1,2,0,225000
99,11851,7,5,1990,0,1424,1442,0,0,0,0,2,0,3,1,0,2,0,180500
,5814,8,5,1984,0,1220,1360,0,0,1,0,1,0,1,1,1,2,0,187500
63,17423,9,5,2008,748,2216,2234,0,0,1,0,2,0,1,1,1,3,0,501837
80,11844,8,5,2008,464,2046,2046,0,0,0,0,2,1,3,1,1,3,0,372500
124,16158,7,5,2005,16,1530,1530,0,0,1,0,2,0,3,1,1,2,0,260000
85,11900,5,6,1977,157,1122,946,988,0,1,0,2,1,3,1,1,2,0,185000
94,13005,7,7,1980,278,845,1153,1200,0,1,0,2,1,4,1,1,2,0,260000
48,17043,6,5,1979,0,1362,1586,0,0,0,0,2,0,3,1,1,2,0,181000
85,11900,7,5,1977,209,1386,1411,0,0,0,0,2,0,3,1,1,2,0,82500
,16635,6,7,1977,126,1602,1602,0,0,0,1,2,0,3,1,1,2,0,215000
,13250,7,6,1978,256,832,1154,896,0,0,0,2,1,4,1,1,2,0,154000
80,10928,6,6,1978,101,1427,1671,0,0,0,0,2,0,3,1,1,2,0,200000
,12388,7,7,1980,229,1043,1539,1134,0,0,0,2,1,4,1,1,2,0,249000
,14115,7,5,1980,225,1372,1472,0,0,1,0,2,0,3,1,2,2,0,187500
80,11088,6,5,1978,144,1140,1707,0,0,0,0,2,0,3,1,1,2,0,184000
80,9600,8,5,1981,0,2524,2524,0,0,1,0,2,1,4,1,1,2,0,278000
82,11880,7,5,1978,206,1271,1601,0,0,0,0,2,0,3,1,1,2,0,157000
80,10400,7,5,1976,189,1090,1370,0,0,0,0,2,0,3,1,1,2,0,152000
,10304,5,7,1976,44,780,1088,780,0,1,0,2,1,4,1,1,2,0,197500
70,7000,7,5,2003,0,926,1016,868,0,1,0,2,1,3,1,1,2,0,240900
75,8004,8,5,2009,110,832,832,1103,0,1,0,2,1,3,1,0,2,0,263435
,7500,8,5,2000,0,1058,1058,816,0,0,0,2,1,3,1,1,2,0,220000
,8470,8,5,2002,0,972,972,839,0,0,0,2,1,3,1,1,2,0,235000
,9373,5,7,1975,161,1621,1621,0,0,1,0,2,0,3,1,2,2,0,213000
78,10140,6,6,1974,196,1116,1116,0,0,1,0,2,0,3,1,1,2,0,167900
85,11050,7,5,1975,0,1176,1193,0,0,0,0,2,0,3,1,1,2,0,158000
78,10140,6,5,1974,174,1064,1350,0,0,0,0,2,0,3,1,1,2,0,165000
,10448,6,6,1972,333,689,1378,741,0,0,0,2,1,3,1,1,2,0,158000
60,9000,5,5,1974,0,896,896,896,0,0,0,2,2,4,2,0,0,0,136000
,8750,5,6,1970,76,1002,1002,0,0,1,0,1,0,3,1,0,2,0,148500
61,7930,6,8,1969,0,1026,1026,0,0,1,0,1,0,3,1,0,2,0,156000
,7830,5,5,1970,0,1180,1180,0,0,0,0,1,1,2,1,0,2,0,128000
,8510,5,7,1971,178,1043,1050,0,0,1,0,1,1,3,1,0,1,0,143000
60,7038,4,6,1970,0,864,864,0,0,1,0,1,0,3,1,0,2,0,76500
60,6960,4,6,1970,0,864,864,0,0,0,0,1,0,3,1,0,2,0,120500
70,8120,4,7,1970,0,864,864,0,0,0,0,1,0,3,1,0,2,0,124500
70,10500,4,6,1971,0,864,864,0,0,0,0,1,0,2,1,0,2,0,97000
60,9000,4,7,1971,0,864,864,0,0,0,0,1,0,3,1,0,2,0,130000
21,1680,6,5,1973,504,483,483,504,0,1,0,1,1,2,1,0,1,0,111000
24,2368,5,6,1970,312,765,765,600,0,0,0,1,1,3,1,0,2,0,125000
21,1680,5,5,1971,142,630,630,672,0,0,0,2,1,3,1,0,1,0,112000
21,1680,6,6,1972,425,483,483,504,0,1,0,1,1,2,1,0,1,0,97000
21,1680,6,8,1972,510,483,483,504,0,0,0,1,1,2,1,0,1,0,118000
21,1680,5,7,1972,268,630,630,672,0,0,0,2,1,3,1,0,1,0,119500
,4928,6,6,1976,0,958,958,0,0,0,0,2,0,2,1,0,2,0,143750
24,2308,6,5,1976,0,804,804,744,0,0,0,2,1,3,1,1,2,0,146000
24,2280,6,6,1976,0,855,855,601,0,0,0,2,1,3,1,1,2,0,148500
24,2280,7,5,1975,0,1057,1055,0,0,0,1,2,0,2,1,1,2,0,123000
24,2308,6,5,1974,0,855,855,467,0,0,1,2,1,3,1,1,2,0,147000
24,2349,6,5,1977,0,855,855,601,0,0,0,2,1,3,1,1,2,0,137900
24,2364,6,5,1978,0,804,804,744,0,0,1,2,1,3,1,1,2,0,147000
24,2289,6,6,1978,0,855,855,586,0,0,0,2,1,3,1,1,2,0,148500
24,2364,6,5,1978,0,855,855,601,0,0,0,2,1,3,1,1,2,0,138000
24,2104,7,6,1976,0,836,836,0,0,0,1,1,0,2,1,0,1,0,128500
65,7150,5,5,1967,60,892,892,0,0,0,0,1,0,3,1,0,1,0,100000
,10710,5,7,1966,165,864,1120,0,0,0,1,1,0,3,1,1,2,0,148800
96,12456,10,5,2006,230,1700,1718,0,0,1,0,2,0,3,1,1,3,0,337500
110,14257,9,5,2007,726,1776,1794,978,0,1,0,3,1,4,1,3,3,0,462000
104,13518,9,5,2008,860,1926,1966,1174,0,0,0,3,1,4,1,2,3,0,485000
105,15431,10,5,2008,200,3094,2402,0,0,1,0,2,0,2,1,2,3,0,555000
108,13173,9,5,2006,300,1652,1652,0,0,1,0,2,0,2,1,2,2,0,325000
110,14230,8,5,2007,640,1566,1600,0,0,0,0,2,0,3,1,1,3,0,256300
98,12704,8,5,2008,306,2042,2042,0,0,0,0,2,1,3,1,1,3,0,253293
95,12350,9,5,2009,0,1365,1365,1325,0,1,0,2,1,3,1,1,3,0,398800
96,11308,9,5,2008,154,1104,1130,1054,0,1,0,2,1,3,1,1,3,0,335000
95,12350,9,5,2008,450,2020,2020,0,0,1,0,2,0,3,1,1,3,0,404000
94,12220,10,5,2009,305,2006,2020,0,0,1,0,2,1,3,1,1,3,0,402861
97,13478,10,5,2008,420,1722,1728,568,0,1,0,2,1,3,1,1,3,0,451950
105,13693,10,5,2007,472,2630,2674,0,0,2,0,2,1,2,1,2,3,0,610000
107,13891,9,5,2008,424,1734,1734,1088,0,0,0,3,1,4,1,1,3,0,582933
95,11578,9,5,2008,302,1736,1736,0,0,0,0,2,0,3,1,1,3,0,360000
129,16870,8,5,2004,238,1782,1782,0,0,1,0,2,0,3,1,2,3,0,296000
59,23303,8,5,2007,20,1508,1508,1012,0,1,0,2,1,5,1,1,3,0,409900
87,11146,8,5,2006,250,1709,1717,0,0,0,0,2,0,3,1,1,3,0,255500
87,10367,9,5,2008,284,1739,1743,0,0,1,0,2,0,3,1,1,3,0,335000
76,9591,8,5,2004,262,1713,1713,0,0,1,0,2,0,3,1,1,3,0,274900
77,10872,9,5,2006,122,1504,1531,0,0,1,0,2,0,2,1,1,3,0,300000
102,13514,9,5,2008,285,1774,1808,0,0,1,0,2,0,3,1,1,3,0,324000
74,8834,9,5,2004,216,1462,1462,762,0,1,0,2,1,4,1,1,3,0,350000
107,11362,8,5,2004,42,1836,1836,0,0,1,0,2,0,3,1,1,3,0,280000
85,10655,8,5,2003,296,3206,1629,0,0,1,0,2,0,3,1,1,3,0,284000
90,12878,7,5,2003,418,1760,1760,0,0,1,0,2,0,3,1,1,2,0,269500
79,9541,7,5,2009,268,1502,1502,0,0,0,0,2,0,3,1,0,2,0,233170
103,13472,10,5,2003,922,2392,2392,0,0,0,0,2,0,3,1,1,3,0,386250
110,15274,9,5,2003,724,2452,2452,0,0,2,0,2,0,3,1,1,3,0,445000
96,13262,8,5,2003,186,1082,1105,1295,0,0,0,3,1,4,1,1,3,0,290000
70,9658,8,5,2006,383,1598,1606,0,0,0,0,2,0,3,1,1,3,0,255900
47,6904,6,5,2005,240,1358,1358,0,0,0,0,2,0,2,1,1,2,0,213000
34,5381,6,5,2005,135,1306,1306,0,0,1,0,2,0,1,1,1,2,0,196000
34,5122,6,5,2005,135,1306,1306,0,0,1,0,2,0,1,1,1,2,0,184500
80,10307,7,5,2007,176,1350,1358,0,0,1,0,2,0,2,1,1,2,0,212500
34,5001,7,5,2007,166,1314,1314,0,0,1,0,2,0,2,1,1,2,0,230000
100,14836,10,5,2004,730,2492,2492,0,0,1,0,2,1,2,1,1,3,0,552000
117,15262,8,5,2003,470,2200,2200,0,0,1,0,2,1,3,1,1,3,0,382500
44,7390,9,5,2008,308,1884,1884,0,0,1,0,2,0,2,1,1,2,0,320000
48,6472,9,5,2008,500,1451,1456,0,0,0,0,2,0,2,1,1,2,0,248500
129,16770,8,5,2002,270,1712,1712,0,0,1,0,2,0,3,1,1,3,0,286500
48,6240,8,5,2006,176,1324,1324,0,0,1,0,2,0,2,1,1,2,0,254000
48,3480,7,5,2003,163,1405,1405,0,0,0,0,2,0,2,1,1,2,0,173000
36,2268,7,5,2003,106,764,764,862,0,0,0,2,0,2,1,0,2,0,173000
63,10928,7,5,2005,0,728,728,728,0,0,0,2,1,3,1,1,2,0,184000
57,8918,6,5,2005,0,745,745,745,0,0,0,2,1,3,1,1,2,0,167800
149,12589,6,5,2005,0,742,742,742,0,0,0,2,1,3,1,1,2,0,174000
122,11911,6,5,2005,0,684,684,876,0,0,0,2,1,3,1,1,2,0,174000
53,3684,7,5,2007,130,1373,1555,0,0,0,0,2,0,2,1,1,3,0,174000
51,3635,7,5,2007,130,1386,1569,0,0,0,1,2,0,1,1,1,3,0,175900
43,3182,7,5,2005,16,1373,1555,0,0,0,0,2,0,2,1,1,2,0,192500
43,3182,7,5,2005,16,1346,1504,0,0,0,0,2,0,1,1,1,2,0,181000
43,3182,7,5,2005,16,1220,1220,0,0,0,0,2,0,2,1,1,2,0,180000
43,3182,7,5,2005,11,1145,1145,0,0,0,0,2,0,2,1,1,2,0,160200
71,7795,7,5,2004,0,716,716,716,0,1,0,2,1,3,1,1,2,0,188500
,8068,6,5,2002,0,1010,1010,1257,0,0,0,2,1,4,1,1,2,0,200000
59,9434,7,5,2004,0,384,744,630,0,0,0,2,1,3,1,1,2,0,170000
62,7984,7,5,2004,200,868,868,762,0,0,0,2,1,3,1,1,2,0,189500
,7750,8,5,2002,0,408,779,640,0,1,0,2,1,3,1,1,2,0,184100
61,10125,7,5,2004,0,846,846,748,0,0,0,2,1,3,1,1,2,0,195500
,8965,7,5,2003,0,782,806,683,0,1,0,2,1,3,1,1,2,0,192000
,8174,7,5,2003,0,698,698,644,0,1,0,2,1,3,1,1,2,0,178000
34,5063,7,5,2007,166,1314,1314,0,0,1,0,2,0,2,1,1,2,0,207500
,8795,7,5,2000,0,952,980,1276,0,0,0,2,1,4,1,1,2,0,236000
,12891,8,5,2002,,870,878,1126,0,1,0,2,1,4,1,1,3,0,257500
,12224,6,5,2000,40,992,1022,1032,0,1,0,2,1,3,1,1,2,0,244000
61,9734,7,5,2004,0,384,744,630,0,0,0,2,1,3,1,0,2,0,167000
60,8123,6,5,2000,16,982,1007,793,0,0,0,2,1,3,1,1,2,0,179000
42,8433,6,5,2000,0,794,819,695,0,1,0,2,1,3,1,1,2,0,190000
62,7750,7,5,1999,0,384,774,656,0,0,0,2,1,3,1,1,2,0,156000
,15896,7,5,1999,210,1177,1223,1089,0,1,0,2,1,4,1,1,3,0,245000
,24682,6,5,1999,0,841,892,783,0,0,0,2,1,3,1,1,2,0,181000
,8755,7,5,1999,298,992,1022,1038,0,1,0,2,1,3,1,1,2,0,214000
64,7848,7,6,1999,0,384,774,656,0,0,0,2,1,3,1,1,2,0,168000
82,9430,8,5,1999,673,1252,1268,1097,0,1,0,2,1,3,1,1,3,0,337000
174,15138,8,5,1995,506,1462,1490,1304,0,1,0,2,1,4,1,1,3,0,403000
106,12720,8,5,2000,150,1455,1466,1221,0,1,0,2,1,4,1,2,3,0,327000
,16545,8,5,1998,731,1284,1310,1140,0,1,0,2,1,3,1,1,3,0,340000
98,12203,8,5,1998,975,1225,1276,1336,0,1,0,2,1,4,1,1,3,0,336000
79,10208,7,5,1996,921,1264,1277,1067,0,0,0,2,1,3,1,1,3,0,265000
,10750,8,5,1994,634,2024,2063,0,0,1,0,2,0,3,1,2,3,0,315000
90,9900,7,5,1993,256,1347,1372,1274,0,1,0,2,1,4,1,1,3,0,260000
79,9085,7,5,1995,286,1070,1094,967,0,1,0,2,1,3,1,1,2,0,260000
,11692,8,5,1993,372,1173,1215,1017,0,1,0,2,1,3,1,1,2,0,263550
52,46589,8,7,1994,528,1629,1686,762,0,1,0,2,1,4,1,1,3,0,402000
,29959,7,6,1994,0,973,979,871,0,0,0,2,1,3,1,1,2,0,248000
74,9612,8,5,2008,72,1468,1468,0,0,0,0,2,0,3,1,1,3,0,244600
86,11194,8,5,2008,240,1696,1696,0,0,0,0,2,0,3,1,0,3,0,275000
78,10206,8,5,2008,294,1614,1658,0,0,0,0,2,1,3,1,1,3,0,257500
78,9262,8,5,2008,194,1573,1578,0,0,0,0,2,0,3,1,1,3,0,287090
85,10130,8,5,2007,260,1702,1702,0,0,1,0,2,0,3,1,1,3,0,275500
76,9139,8,5,2006,206,1422,1432,0,0,0,0,2,0,3,1,1,2,0,245000
75,9675,7,5,2005,0,1113,1113,858,0,0,0,2,1,3,1,1,2,0,253000
85,11128,9,5,2005,198,2458,2490,0,0,1,0,2,0,2,1,2,3,0,468000
72,8640,7,5,2009,0,900,932,920,0,1,0,2,1,3,1,1,2,0,252678
75,9000,8,5,2008,0,768,786,804,0,0,0,2,1,3,1,0,2,0,210000
75,7862,6,5,2009,0,1218,1218,0,0,0,0,2,0,2,1,0,2,0,208300
90,7993,7,5,2008,,1436,1436,0,0,0,0,2,0,3,1,0,2,0,225000
72,8640,8,5,2009,72,1300,1314,0,0,1,0,2,0,3,1,0,2,0,229456
72,8640,7,5,2008,0,1402,1402,0,0,0,0,2,0,3,1,0,2,0,229800
112,12606,9,5,2007,120,1530,1530,0,0,0,0,2,0,3,1,1,3,0,250000
85,9187,9,5,2009,162,1766,1766,0,0,1,0,2,1,2,1,1,3,0,370878
75,7500,8,5,2006,238,1372,1448,0,0,0,0,2,0,2,1,1,2,0,238500
85,11003,10,5,2008,160,1017,1026,981,0,1,0,2,1,3,1,1,3,0,310000
84,10603,8,5,2006,121,900,909,886,0,1,0,2,1,3,1,1,3,0,270000
85,10574,8,5,2005,0,1082,1082,871,0,0,0,2,1,3,1,1,3,0,252000
65,8125,7,5,2006,100,1092,1112,438,0,1,0,2,0,2,1,0,2,0,241000
65,8125,8,5,2008,288,1836,1836,0,0,0,0,2,0,3,1,1,2,0,264500
85,10625,7,5,2006,0,1652,1662,0,0,1,0,2,0,3,1,1,3,0,291000
75,9375,7,5,2003,0,912,912,1182,0,0,0,2,1,4,1,1,2,0,263000
62,7500,7,5,2004,0,1221,1221,0,0,1,0,2,0,2,1,0,2,0,185000
68,8736,7,5,2003,0,1553,1553,0,0,1,0,2,0,3,1,0,2,0,234500
65,8127,7,5,2003,0,812,812,841,0,1,0,2,1,3,1,0,2,0,209000
80,9605,7,6,2007,0,1218,1218,0,0,0,0,1,1,3,1,0,2,0,159000
63,7500,7,5,2006,0,1141,1141,0,0,1,0,1,1,3,1,0,2,0,152000
63,7500,6,5,2004,0,1158,1158,0,0,0,0,1,1,3,1,0,0,0,143500
96,10628,7,5,2004,0,835,871,941,0,0,0,2,1,3,1,0,2,0,193000
76,10141,8,5,2004,264,1512,1512,0,0,0,0,2,0,3,1,0,3,0,203000
67,10083,7,5,2003,,1176,1200,0,0,1,0,2,0,2,1,0,2,0,184900
63,13072,7,5,2004,0,1114,1114,0,0,0,0,1,1,3,1,0,2,0,159000
63,13072,5,5,2004,0,1114,1114,0,0,0,0,1,1,3,1,0,0,0,142000
60,12450,5,5,2003,0,1114,1114,0,0,1,0,2,0,3,1,0,2,0,153000
61,7328,7,5,2008,140,1450,1450,0,0,0,0,2,0,2,1,0,3,0,224243
43,11492,7,5,1996,132,913,913,1209,0,1,0,2,1,4,1,1,2,0,220000
88,10994,8,5,2005,366,1844,1844,0,0,1,0,2,0,2,1,1,2,0,257000
65,8529,7,5,2001,0,1454,1434,0,0,0,0,2,0,3,1,1,2,0,189000
70,7703,6,6,1992,0,816,833,897,0,0,0,2,1,3,1,0,2,0,171500
75,10762,6,6,1980,0,626,626,591,0,0,0,1,1,3,1,1,1,0,120000
50,7175,6,5,1990,0,1332,1332,0,0,0,0,2,0,2,1,0,2,0,145000
70,9109,7,5,1994,0,754,754,786,0,1,0,2,1,3,1,0,2,0,184000
,10274,6,7,1986,141,676,698,702,0,0,0,2,1,3,1,0,2,0,162000
75,8250,6,7,1981,0,0,964,918,0,0,0,2,0,4,2,2,2,0,160000
60,8400,4,4,1950,0,721,841,0,0,0,0,1,0,2,1,0,1,0,82000
60,9000,6,3,1928,0,784,784,0,0,0,0,1,0,2,1,0,2,0,76000
63,9750,5,5,1962,0,980,980,0,0,1,0,1,0,3,1,0,2,0,110000
71,7064,5,6,1977,153,980,980,0,0,0,0,1,0,3,1,0,2,0,135000
,8499,5,6,1961,0,864,864,0,0,1,0,1,0,3,1,0,2,0,141000
,9079,5,5,1961,0,864,864,0,0,0,0,1,0,2,1,0,1,0,122000
,9316,5,5,1965,0,1024,1020,0,0,0,0,2,0,3,1,0,1,0,124100
,7791,5,8,1963,0,912,912,0,0,1,0,1,0,3,1,0,1,0,129000
80,10000,5,6,1961,0,864,1144,0,0,1,0,1,0,3,1,1,1,0,131400
60,8281,5,5,1965,0,864,864,0,0,0,0,1,0,3,1,1,1,0,62383
65,7150,5,6,1962,60,912,912,0,0,0,1,1,0,3,1,0,1,0,123000
,15676,8,8,1980,115,2014,2014,0,0,1,0,2,0,2,1,2,3,0,275000
,11949,7,8,1991,196,975,975,780,0,0,1,2,1,3,1,1,2,0,235000
32,2880,7,5,2004,0,1376,1376,1629,0,0,0,2,1,3,1,1,3,0,280750
40,3951,6,5,2009,76,612,612,612,0,0,0,2,1,2,1,0,2,0,164500
30,3000,6,5,2009,76,612,612,612,0,0,0,2,1,2,1,0,2,0,173733
,3830,6,5,2008,280,1726,1726,0,0,0,0,2,1,2,1,1,2,0,222000
,4217,6,5,2008,252,1145,1256,0,0,1,0,1,1,1,1,1,2,0,195000
34,3230,6,5,1999,894,729,742,729,0,0,0,2,1,3,1,0,2,0,172500
34,2998,6,5,2000,513,756,756,756,0,1,0,2,1,2,1,0,2,0,180000
35,3768,7,5,1999,218,691,713,739,0,1,0,2,1,3,1,0,2,0,156000
24,2645,8,5,1999,456,970,983,756,0,1,0,2,1,3,1,0,2,0,172500
,14694,8,9,1977,450,1694,1694,0,0,1,0,2,0,2,1,1,2,0,318750
61,3782,8,5,1981,0,1226,1226,0,0,1,0,1,0,1,1,2,2,0,211500
110,15417,7,5,1981,0,1740,1740,0,0,0,0,1,1,2,1,0,2,0,241600
80,9600,8,5,1976,200,392,1487,1012,0,0,0,2,1,4,1,1,2,0,180500
,9991,4,4,1976,0,1281,1620,0,0,1,0,2,0,3,1,1,2,0,150000
78,11700,6,6,1968,0,727,829,727,0,0,0,1,1,4,1,0,2,0,154000
,11717,6,6,1970,571,1442,1442,0,0,0,0,2,0,2,1,1,2,0,185000
,9156,6,7,1968,0,1489,1489,0,0,0,0,2,0,3,1,1,2,0,185750
,10382,7,6,1973,240,1107,1107,983,0,1,0,2,1,3,1,2,2,0,200000
,12732,7,6,1974,0,752,1285,782,0,0,0,2,1,3,1,2,2,0,206000
,12936,6,6,1972,0,723,735,660,0,0,1,1,1,3,1,1,2,0,162000
80,10400,6,7,1967,256,932,1271,1369,0,0,0,2,1,5,1,1,2,0,256900
,17871,6,5,1967,359,1680,1724,0,0,1,0,1,1,3,1,1,2,0,197900
80,9600,5,5,1969,128,1288,1336,0,0,0,1,2,0,3,1,1,2,0,163000
75,9000,6,5,1969,200,1216,1216,0,0,1,0,1,0,3,1,0,1,0,113000
,13774,7,7,1977,283,908,1316,972,0,0,0,1,2,4,1,2,2,0,230000
80,9650,6,5,1977,360,1350,1334,0,0,0,1,2,0,2,1,1,2,0,167900
78,10140,7,5,1998,0,1650,1680,0,0,1,0,2,0,3,1,1,2,0,213250
70,8400,8,6,2001,0,810,810,855,0,1,0,2,1,3,1,0,2,0,227000
62,7130,5,6,1967,0,864,864,0,0,0,1,1,0,2,1,0,1,0,130000
80,9600,5,5,1967,0,1568,1568,0,0,0,0,1,1,3,1,0,2,0,143000
70,9100,5,6,1965,0,925,925,0,0,0,1,1,0,2,1,0,1,0,117500
80,9600,7,5,1974,252,1165,1165,896,0,0,1,2,1,4,1,1,2,0,168500
,16500,6,5,1971,509,1232,1320,0,0,0,1,2,0,3,1,1,2,0,172500
,9790,6,5,1967,0,1372,1342,0,0,0,0,2,0,3,1,1,2,0,161500
60,7436,4,7,1960,0,894,894,0,0,1,0,1,0,2,1,1,2,0,141500
65,8125,5,7,1959,0,864,864,0,0,0,0,1,0,3,1,0,1,0,118000
70,9100,6,6,1959,0,864,864,0,0,0,0,1,0,2,1,0,1,0,127500
,9450,4,5,1957,160,1040,1362,0,0,1,0,1,0,3,1,1,3,0,140000
,13495,5,6,1956,70,1048,1728,0,0,1,0,2,0,3,1,1,2,0,177625
85,11475,5,5,1958,95,1584,1776,0,0,1,0,2,0,4,2,0,3,0,110000
100,10004,6,6,1964,180,1516,1516,0,0,0,0,1,1,3,1,0,2,0,167000
85,9350,5,6,1961,217,1313,1313,0,0,1,0,1,1,3,1,1,2,0,153000
115,10500,5,5,1964,144,1292,1292,0,0,1,0,1,1,3,1,2,2,0,145100
,11000,5,6,1966,200,1154,1154,0,0,0,0,1,1,3,1,1,2,0,154000
,8970,5,6,1965,0,744,825,1315,0,0,0,2,1,4,1,1,2,0,177500
,12095,6,6,1964,115,1127,1445,0,0,0,0,1,1,3,1,1,2,0,158000
80,9600,5,6,1959,132,1041,1041,0,0,1,0,1,0,3,1,0,1,0,124500
85,11475,6,6,1961,90,1208,1576,0,0,1,0,1,0,4,1,1,2,0,174500
68,9768,5,5,1955,0,960,960,0,0,1,0,1,0,2,1,0,1,0,122000
50,5330,4,7,1940,0,420,708,0,0,0,0,1,0,2,1,0,0,0,82500
,7015,5,4,1950,161,709,979,224,0,1,0,1,0,3,1,1,1,0,110000
128,12160,6,4,1953,90,1505,1505,0,0,1,0,1,0,2,1,1,2,0,149500
90,9900,6,5,1967,0,1680,1691,0,0,1,0,1,0,2,1,0,2,0,175000
80,9600,6,5,1953,238,1416,1644,0,0,1,0,1,0,3,1,2,2,0,167000
80,9600,5,6,1956,0,1050,1050,0,0,0,0,1,0,2,1,0,1,0,128900
80,9600,6,8,1950,0,856,1112,556,0,0,0,1,1,3,1,0,1,0,140000
80,9600,5,7,1950,0,1113,1113,0,0,0,0,1,0,3,1,1,1,0,147000
65,8944,5,5,1967,0,1584,1584,0,0,0,0,2,0,4,2,0,3,0,124000
92,10573,6,6,1961,3,1453,1453,0,0,1,0,2,0,3,1,1,2,0,187500
